,LotFrontage,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,log_SalePrice
1227,72.0,5,1965,2008,912,912,912,1,5,0,1992.0,2,576,11.898187865760873
1228,65.0,9,2008,2008,1702,1702,1702,1,7,1,2008.0,3,1052,12.813917896253697
1229,70.0,5,1960,1960,1075,1507,1507,2,7,0,1960.0,1,404,11.751942365440728
1230,69.0,5,1977,1977,1361,1361,2620,2,12,1,1977.0,2,600,12.154779351142624
1231,70.0,5,1962,1962,1106,1190,1190,1,6,0,1962.0,2,540,11.794337924408413
1232,70.0,4,1962,1962,0,1224,1224,2,6,0,1962.0,2,462,11.53076538309856
1233,69.0,5,1959,1959,1188,1188,1188,1,6,0,1959.0,2,531,11.863582336583399
1234,55.0,5,1911,1950,940,1024,1964,1,7,0,1980.0,0,0,11.77528972943772
1235,96.0,5,1914,1950,747,892,1784,1,9,0,1914.0,1,180,11.841415931849784
1236,36.0,7,2003,2003,764,764,1626,2,6,0,2003.0,2,474,12.075394321888057
1237,41.0,7,2004,2005,847,847,1948,2,8,1,2004.0,2,434,12.180754837545884
1238,63.0,6,2005,2005,1141,1141,1141,1,6,0,2005.0,2,484,11.867097278690842
1239,64.0,8,2006,2006,1476,1484,1484,2,6,1,2006.0,2,472,12.490875577231112
1240,65.0,7,2003,2003,884,884,1768,2,8,0,2003.0,2,543,12.323411137947407
1241,83.0,7,2007,2007,1689,1689,1689,2,7,0,2007.0,3,954,12.422505731952896
1242,85.0,7,1974,1974,1053,1173,1173,2,6,2,1974.0,2,528,12.043553716032399
1243,107.0,10,2006,2006,2076,2076,2076,2,7,1,2006.0,3,850,13.049792684569493
1244,69.0,8,1929,1950,792,792,1517,1,7,2,1931.0,2,400,12.345834587905333
1245,78.0,6,1984,2003,585,1140,1868,3,7,1,1984.0,2,477,12.089538829274222
1246,65.0,7,2005,2006,756,756,1553,2,6,0,2005.0,2,615,12.136186518066006
1247,69.0,6,1976,1976,1012,1034,1034,1,6,0,1976.0,3,888,12.042965307660024
1248,60.0,6,1917,1950,735,1134,2058,1,8,1,1950.0,2,396,11.771436160121729
1249,60.0,5,1950,1950,876,988,988,1,6,0,1950.0,1,276,11.686878772093667
1250,93.0,7,1968,1968,2110,2110,2110,2,8,2,1968.0,2,522,12.404923504275338
1251,69.0,7,2003,2003,1405,1405,1405,2,6,1,2003.0,2,478,12.053795210084596
1252,62.0,5,1968,1968,864,874,874,1,5,0,1968.0,1,288,11.77528972943772
1253,69.0,7,1974,2003,1192,1516,2167,2,9,2,1974.0,2,518,12.591335046320818
1254,60.0,7,2003,2004,746,760,1656,2,7,1,2003.0,2,397,12.016122061571728
1255,52.0,6,1931,1950,884,959,1367,1,6,1,1978.0,1,560,11.755871643580617
1256,91.0,8,1994,1994,1986,1987,1987,2,7,1,1994.0,2,691,12.616525295149378
1257,56.0,5,1922,1950,864,864,864,1,4,0,1980.0,0,0,11.511924964636645
1258,59.0,7,2005,2005,856,1166,1166,2,5,0,2005.0,2,400,12.154779351142624
1259,65.0,6,1969,1969,1054,1054,1054,1,6,0,1969.0,2,460,11.925035115797062
1260,69.0,6,1999,1999,841,892,1675,2,7,1,1999.0,2,502,12.106252310247962
1261,80.0,5,1956,1956,1050,1050,1050,1,5,0,1956.0,1,338,11.766792188927278
1262,69.0,4,1957,1989,1104,1104,1788,1,8,2,1957.0,1,304,11.992260421644849
1263,60.0,6,1919,1950,764,1060,1824,1,8,1,1940.0,2,520,12.103486056755072
1264,34.0,6,1998,1999,1405,1337,1337,2,5,0,1998.0,2,511,12.106252310247962
1265,35.0,7,1999,1999,691,713,1452,2,6,0,1999.0,2,506,12.122147410592412
1266,60.0,7,1910,1950,925,964,1889,1,9,1,1960.0,1,308,11.711776323715394
1267,89.0,9,2008,2009,2002,2018,2018,2,10,1,2009.0,3,746,12.84397135185964
1268,69.0,8,1935,1997,728,1968,3447,3,11,2,1982.0,3,1014,12.850554654108839
1269,78.0,5,1958,1958,874,874,1524,1,7,0,1958.0,1,315,11.877568578558138
1270,69.0,7,1979,1979,1332,1332,1524,0,4,1,1979.0,2,586,12.468436909997665
1271,69.0,6,1968,1968,1489,1489,1489,2,7,1,1968.0,2,462,12.132156962580005
1272,69.0,5,1965,1965,935,935,935,1,5,0,1965.0,1,288,11.827736204810263
1273,124.0,6,1959,2006,1019,1357,1357,1,5,1,1959.0,1,312,12.083905011555967
1274,53.0,5,1910,2003,661,661,1250,2,8,1,1985.0,2,552,11.842229212112828
1275,95.0,5,1948,1950,928,928,1920,2,10,0,1948.0,2,400,11.827736204810263
1276,69.0,6,1972,1972,723,735,1395,1,6,1,1972.0,2,497,11.99535161421452
1277,69.0,6,1967,1976,1680,1724,1724,1,7,1,1967.0,2,480,12.195517131590657
1278,75.0,8,2002,2002,1128,1128,2031,2,7,1,2002.0,2,577,12.375815420117268
1279,60.0,4,1920,1950,698,698,1128,1,6,0,1980.0,2,528,11.133128103610641
1280,67.0,7,2002,2002,1573,1573,1573,2,6,0,2002.0,2,544,12.332705296463539
1281,50.0,7,1990,1990,1309,1339,1339,2,6,1,1990.0,2,484,12.100712129872347
1282,61.0,5,1977,2008,1040,1040,1040,2,5,0,1977.0,2,484,11.921718363171067
1283,94.0,6,1971,1971,912,912,1824,2,8,0,1980.0,0,0,11.842229212112828
1284,50.0,6,1919,1990,804,1699,2447,2,10,1,1969.0,1,336,12.037653993905211
1285,50.0,6,1939,1950,780,825,1412,1,6,1,1939.0,1,280,11.794337924408413
1286,69.0,6,1963,1963,1328,1328,1328,1,6,2,1963.0,2,528,11.870599909242044
1287,69.0,5,1964,1964,1624,1582,1582,2,7,0,1964.0,2,390,12.154779351142624
1288,40.0,8,2000,2000,1501,1659,1659,2,5,1,2000.0,2,499,12.535376392672774
1289,86.0,8,2006,2006,1085,1120,1970,2,8,1,2006.0,3,753,12.546109948315882
1290,69.0,5,1964,1964,1152,1152,1152,1,6,1,1964.0,2,484,12.103486056755072
1291,21.0,5,1972,1972,630,630,1302,2,6,0,1972.0,1,264,11.691071650353702
1292,60.0,5,1892,1965,994,1378,2372,2,11,0,1985.0,1,432,11.585246126549855
1293,78.0,7,1976,1976,832,832,1664,2,8,1,1976.0,2,528,12.000891794590137
1294,60.0,5,1955,1990,864,864,864,1,5,0,1957.0,2,572,11.652687407345388
1295,70.0,5,1968,1968,1052,1052,1052,1,5,0,1968.0,1,288,11.83862560460953
1296,80.0,5,1963,1963,1120,1128,1128,2,6,0,1963.0,2,525,11.951180395901384
1297,35.0,6,2005,2006,547,1072,1072,2,5,0,2005.0,2,525,11.84939770159144
1298,313.0,10,2008,2008,6110,4692,5642,2,12,3,2008.0,2,1418,11.982929094215963
1299,75.0,5,1959,1994,1246,1246,1246,1,6,0,1959.0,1,305,11.944707881395766
1300,69.0,7,1999,1999,978,1005,1983,2,9,1,1999.0,2,490,12.323855681186558
1301,69.0,6,1942,1950,771,753,1494,1,7,2,1942.0,1,213,12.086725887897607
1302,92.0,8,1994,1994,1165,1203,2526,2,8,1,1994.0,3,844,12.577636201962656
1303,73.0,7,2005,2005,1616,1616,1616,2,7,0,2005.0,3,834,12.354492650648448
1304,32.0,7,2004,2004,976,976,1708,2,7,0,2004.0,2,380,11.77528972943772
1305,108.0,9,2006,2007,1652,1652,1652,2,6,2,2006.0,2,840,12.691580461311874
1306,48.0,7,2005,2006,1368,1368,1368,2,6,1,2005.0,2,474,12.218495165528731
1307,60.0,5,1994,1995,990,990,990,1,5,0,2000.0,2,480,11.835008964139341
1308,100.0,5,1948,2005,924,1122,1122,1,6,0,1948.0,2,528,11.898187865760873
1309,69.0,6,1991,1991,1278,1294,1294,2,6,0,1991.0,2,496,12.096257779522967
1310,100.0,7,1959,2002,1902,1902,1902,2,7,2,1959.0,2,567,12.721885810807203
1311,68.0,7,2005,2007,1274,1274,1274,2,6,0,2005.0,2,508,12.220961258023925
1312,69.0,8,1990,1990,1453,1453,2810,2,9,1,1990.0,2,750,12.618182296357007
1313,108.0,9,1999,1999,1393,1422,2599,2,10,1,1999.0,3,779,12.716402146247475
1314,60.0,4,1954,1954,948,948,948,1,5,1,1956.0,1,280,11.686878772093667
1315,85.0,6,1969,1969,952,1092,2112,2,9,2,1969.0,2,576,12.239990863733635
1316,61.0,8,2008,2008,1622,1630,1630,2,8,1,2008.0,3,860,12.596400426884427
1317,47.0,7,2006,2007,1352,1352,1352,2,5,1,2006.0,2,466,12.249610947544657
1318,69.0,8,2001,2002,1753,1787,1787,2,7,1,2001.0,3,748,12.524526376648708
1319,75.0,4,1954,1954,864,948,948,1,5,0,1954.0,1,248,11.617285480294472
1320,70.0,6,1957,1957,1478,1478,1478,1,6,2,1957.0,2,442,11.960811288962345
1321,69.0,3,1949,1950,0,720,720,1,4,0,1955.0,1,287,11.191341840842766
1322,107.0,7,1992,1992,750,1061,1923,2,8,1,1992.0,2,564,12.154779351142624
1323,50.0,4,1940,1950,420,708,708,1,5,0,1980.0,0,0,11.320553572322773
1324,75.0,8,2006,2007,1795,1795,1795,2,7,1,2007.0,3,895,11.898187865760873
1325,40.0,4,1922,1950,796,796,796,1,5,0,1980.0,0,0,10.915088464214607
1326,70.0,3,1931,2006,544,774,774,1,6,0,1980.0,0,0,11.27720313144916
1327,60.0,5,1982,2008,816,816,816,1,5,1,1982.0,1,264,11.779128505744886
1328,60.0,6,1920,1950,1510,1584,2792,2,8,2,1920.0,2,520,12.4529327234617
1329,63.0,7,1998,1998,935,955,1632,2,8,1,1998.0,2,462,12.081076155355488
1330,85.0,8,2006,2006,1588,1588,1588,2,7,1,2006.0,3,825,12.332705296463539
1331,55.0,5,1976,1976,911,954,954,1,6,0,1976.0,2,576,11.794337924408413
1332,67.0,4,1938,1958,816,816,816,1,3,1,1958.0,1,288,11.512925464970229
1333,60.0,5,1938,1995,803,803,1360,1,6,0,1951.0,1,297,11.740061037553975
1334,24.0,5,1970,1970,765,765,1365,1,7,0,1970.0,2,440,11.736069016284437
1335,80.0,6,1977,1977,1350,1334,1334,2,6,1,1977.0,2,630,12.031123843065632
1336,87.0,5,1973,1973,1656,1656,1656,2,8,0,1973.0,2,506,11.813030057420567
1337,153.0,4,1941,1950,693,693,693,1,4,0,1980.0,0,0,10.868568448579715
1338,95.0,7,2002,2002,916,920,1861,2,8,0,2002.0,2,492,12.206072645530174
1339,120.0,5,1972,1972,864,864,864,1,5,0,1972.0,1,288,11.763684183317412
1340,70.0,4,1971,1971,858,872,872,1,5,0,1974.0,4,480,11.719939634354555
1341,66.0,6,2003,2004,1114,1114,1114,1,6,0,2004.0,2,576,11.951180395901384
1342,69.0,8,2002,2002,1284,1284,2169,2,7,1,2002.0,2,647,12.339291489316397
1343,57.0,6,1928,1950,896,1172,1913,1,9,1,1929.0,2,342,12.083905011555967
1344,85.0,7,2006,2006,728,728,1456,2,8,1,2006.0,2,440,11.956553034172742
1345,50.0,4,1920,1950,960,960,960,1,5,0,1997.0,1,308,11.594505451962652
1346,69.0,7,1968,2003,1568,2156,2156,2,9,1,1968.0,2,508,12.478006361013815
1347,93.0,8,2006,2007,1732,1776,1776,2,7,1,2006.0,3,712,12.554836882168736
1348,69.0,7,1998,1998,1482,1494,1494,2,5,1,1998.0,2,514,12.2783933071098
1349,50.0,8,1872,1987,684,938,2358,2,8,0,1980.0,0,0,11.711776323715394
1350,91.0,5,1969,1969,1248,1338,2634,2,12,0,1969.0,4,968,12.206072645530174
1351,70.0,6,1962,1962,858,858,1716,1,8,1,1962.0,2,490,12.049418835484797
1352,50.0,6,1937,2000,698,786,1176,1,4,0,1999.0,2,624,11.812289042195847
1353,56.0,8,1995,1996,2033,2053,3238,2,9,1,1996.0,3,666,12.92391243868049
1354,69.0,7,2000,2000,992,992,1865,2,7,1,2000.0,3,839,12.367340793126296
1355,102.0,7,1968,1992,570,1222,1920,3,8,1,1968.0,2,487,12.043553716032399
1356,69.0,5,1966,1966,864,892,892,1,5,0,1966.0,1,264,11.608235644774552
1357,69.0,5,1971,2008,1078,1078,1078,1,6,1,1971.0,2,500,11.917723684090689
1358,69.0,6,2000,2000,756,769,1573,2,5,0,2000.0,2,440,12.086725887897607
1359,129.0,9,2004,2005,1980,1980,1980,2,8,1,2004.0,3,770,12.66032791780777
1360,51.0,5,1921,1998,612,990,2601,3,8,0,1998.0,2,621,12.14950229404178
1361,124.0,7,2005,2005,1530,1530,1530,2,7,1,2005.0,2,430,12.468436909997665
1362,69.0,4,1920,2007,715,1281,1738,2,7,1,1920.0,1,368,11.560762794384388
1363,73.0,6,2006,2007,616,616,1412,2,6,1,2007.0,2,432,11.963567869487337
1364,30.0,7,2005,2005,600,520,1200,2,4,0,2005.0,2,480,11.87862357740665
1365,69.0,7,2000,2000,814,814,1674,2,7,0,2000.0,2,663,12.283033686666302
1366,68.0,7,1999,1999,873,882,1790,2,7,0,1999.0,2,588,12.170445467887022
1367,41.0,5,1977,1977,757,925,1475,2,6,1,1977.0,1,336,11.751942365440728
1368,69.0,6,2003,2004,848,848,848,1,4,0,2003.0,2,420,11.877568578558138
1369,48.0,8,2003,2003,1657,1668,1668,2,8,1,2003.0,2,502,12.354492650648448
1370,90.0,4,1920,1950,840,840,1374,1,6,0,1967.0,1,338,11.56171562913966
1371,80.0,6,1955,1996,992,1661,1661,1,8,1,1955.0,1,377,12.016726473799254
1372,75.0,7,1998,1998,1108,1108,2097,2,8,1,1998.0,2,583,12.521977676925694
1373,69.0,10,2001,2002,2633,2633,2633,2,8,2,2001.0,3,804,13.053013299269535
1374,85.0,7,2005,2005,1026,1026,1958,2,9,1,2005.0,3,936,12.429216196844383
1375,89.0,8,2007,2007,1571,1571,1571,2,7,1,2007.0,3,722,12.384218830913648
1376,52.0,6,1930,1950,768,790,790,1,4,0,1925.0,1,160,11.418614785498987
1377,60.0,5,1941,1960,984,984,1604,2,6,0,1977.0,2,660,11.669929213779893
1378,21.0,6,1973,1973,483,483,987,1,5,0,1973.0,1,264,11.326595886778735
1379,73.0,5,2006,2007,384,754,1394,2,7,0,2007.0,2,400,12.028738630247258
1380,45.0,3,1914,1950,864,864,864,1,5,0,1938.0,1,200,10.976782033219948
1381,69.0,6,1970,1970,1205,2117,2117,2,7,2,1970.0,2,550,12.377922902456833
1382,60.0,7,1920,1950,596,998,1762,1,8,0,1989.0,2,576,11.964001084330445
1383,69.0,5,1918,2007,816,1416,1416,2,7,0,2007.0,2,576,11.626254150277232
1384,60.0,6,1939,1950,560,698,1258,1,6,0,1939.0,1,280,11.56171562913966
1385,40.0,4,1922,2007,796,796,1154,1,7,0,1922.0,1,240,11.740061037553975
1386,80.0,7,1978,1978,1392,1392,2784,3,12,2,1978.0,2,564,12.429216196844383
1387,60.0,6,1916,1950,714,1664,2526,2,10,1,1916.0,1,216,11.820410164718188
1388,42.0,9,2006,2007,1746,1746,1746,2,7,2,2006.0,3,758,12.841325847671216
1389,60.0,6,1941,1950,735,869,1218,1,6,1,2003.0,2,440,11.782952602183288
1390,70.0,7,2000,2000,1525,1525,1525,2,6,0,2000.0,2,541,12.367340793126296
1391,65.0,5,1967,1967,1584,1584,1584,2,8,0,1967.0,3,792,11.728036844587175
1392,68.0,5,1967,1967,864,900,900,1,6,1,1967.0,1,288,11.719939634354555
1393,60.0,6,1905,2000,482,1221,1912,2,7,1,2003.0,2,672,12.0015054797889
1394,53.0,7,2006,2006,1356,1500,1500,2,6,1,2006.0,3,648,12.415433652431746
1395,88.0,8,2005,2006,1094,1133,2482,2,9,1,2005.0,3,642,12.54686766829102
1396,69.0,5,1948,1950,747,1687,1687,1,7,2,1966.0,2,572,11.982929094215963
1397,51.0,5,1920,2004,939,939,1513,1,8,0,1933.0,1,180,11.831379196088763
1398,60.0,5,1950,1982,1208,1136,1904,1,7,0,1950.0,1,240,11.835008964139341
1399,51.0,6,1925,1990,976,1160,1608,2,7,1,1925.0,1,216,11.83101549359339
1400,50.0,6,1929,1950,862,950,1158,1,5,1,1929.0,1,208,11.695247021764184
1401,62.0,6,2004,2004,839,864,1593,2,8,1,2004.0,2,398,12.170445467887022
1402,64.0,7,2006,2006,1286,1294,1294,2,6,1,2006.0,2,662,12.174989532116426
1403,49.0,8,2007,2007,1485,1464,1464,2,6,0,2007.0,3,754,12.552926520261092
1404,60.0,3,1915,1950,672,694,1214,1,6,0,1998.0,3,936,11.56171562913966
1405,44.0,8,2004,2005,1594,1646,1646,2,5,1,2004.0,2,482,12.524526376648708
1406,70.0,5,1972,2007,768,768,768,1,5,0,1988.0,2,396,11.79810440720389
1407,69.0,5,1985,1985,833,833,833,1,5,0,1980.0,0,0,11.626254150277232
1408,60.0,4,1910,1950,622,741,1363,1,6,0,1966.0,2,528,11.740061037553975
1409,46.0,7,1986,1991,791,1236,2093,2,7,1,1986.0,2,542,12.2783933071098
1410,79.0,7,2001,2001,944,944,1840,2,6,0,2001.0,2,622,12.345834587905333
1411,80.0,6,1950,2005,856,1112,1668,1,6,0,1950.0,1,271,11.84939770159144
1412,60.0,4,1949,1950,0,1040,1040,2,6,0,1956.0,2,420,11.407564949312402
1413,88.0,8,2005,2006,1844,1844,1844,2,7,1,2005.0,2,620,12.456831363877356
1414,64.0,6,1923,2000,833,1053,1848,1,8,1,1922.0,2,370,12.240474072247506
1415,51.0,7,2007,2007,1386,1569,1569,2,7,1,2007.0,3,660,12.077670930725649
1416,60.0,4,1885,1950,777,1246,2290,2,11,0,1971.0,2,560,11.715866308966918
1417,69.0,8,1998,1998,1284,1310,2450,2,7,1,1998.0,3,1069,12.736700896592344
1418,71.0,5,1963,1963,1144,1144,1144,1,6,0,1962.0,1,336,11.728036844587175
1419,69.0,6,1969,1969,1844,1844,1844,2,7,1,1969.0,2,540,12.314927050442256
1420,90.0,6,1968,1968,708,708,1416,2,7,1,1968.0,2,776,12.100156419938624
1421,53.0,6,1977,1977,1069,1069,1069,2,4,1,1977.0,2,440,11.755871643580617
1422,37.0,6,2003,2003,848,848,848,1,3,0,2003.0,2,420,11.824079893607152
1423,69.0,6,1966,1966,697,1575,2201,2,8,1,1966.0,2,432,12.524417279788771
1424,69.0,5,1958,1983,1024,1344,1344,1,6,1,1970.0,1,484,11.877568578558138
1425,80.0,6,1959,1959,1252,1252,1252,1,7,0,1960.0,2,528,11.863582336583399
1426,81.0,7,1994,1994,1223,1223,2127,2,5,2,1994.0,2,525,12.509874099861838
1427,60.0,5,1945,1950,913,1048,1558,1,6,1,1962.0,1,288,11.84939770159144
1428,60.0,5,1940,1992,788,804,804,1,4,2,1940.0,1,240,11.686878772093667
1429,69.0,6,1981,1981,1440,1440,1440,2,7,1,1981.0,2,467,12.116694834378958
1430,60.0,5,2005,2005,732,734,1838,2,7,1,2005.0,2,372,12.16597955196373
1431,69.0,6,1976,1976,958,958,958,2,5,0,1976.0,2,440,11.875830958659597
1432,60.0,4,1927,2007,656,968,968,2,5,0,1928.0,1,216,11.074420502783864
1433,93.0,6,2000,2000,936,962,1792,2,8,1,2000.0,2,451,12.136186518066006
1434,80.0,5,1977,1977,1126,1126,1126,2,5,1,1977.0,2,484,11.982929094215963
1435,80.0,6,1962,2005,1319,1537,1537,1,7,1,1962.0,2,462,12.066810578196666
1436,60.0,4,1971,1971,864,864,864,1,5,0,1974.0,2,528,11.699405031912846
1437,96.0,8,2008,2008,1932,1932,1932,2,7,1,2008.0,3,774,12.885670953244288
1438,90.0,6,1957,1996,912,1236,1236,1,6,0,1957.0,2,923,11.91638857040772
1439,80.0,7,1979,1979,539,1040,1725,2,6,1,1979.0,2,550,12.190959007720126
1440,79.0,6,1922,1994,588,1423,2555,2,11,1,1993.0,2,672,12.160028707028767
1441,69.0,6,2004,2004,848,848,848,1,3,1,2004.0,2,420,11.913712983527281
1442,85.0,10,2008,2008,1017,1026,2007,2,10,1,2008.0,3,812,12.644327576461329
1443,69.0,6,1916,1950,952,952,952,1,4,1,1916.0,1,192,11.703545824578878
1444,63.0,7,2004,2004,1422,1422,1422,2,7,0,2004.0,2,626,12.098487434850236
1445,70.0,6,1966,1966,814,913,913,1,6,0,1990.0,1,240,11.76756768334381
1446,69.0,5,1962,1962,1188,1188,1188,1,6,0,1962.0,1,312,11.969717200243734
1447,80.0,8,1995,1996,1220,1220,2090,2,8,1,1995.0,2,556,12.388394202324129
1448,70.0,4,1910,2000,560,796,1346,1,6,0,1950.0,1,384,11.626254150277232
1449,21.0,5,1970,1970,630,630,630,1,3,0,1980.0,0,0,11.429543856031177
1450,60.0,5,1974,1974,896,896,1792,2,8,0,1980.0,0,0,11.820410164718188
1451,78.0,8,2008,2009,1573,1578,1578,2,7,1,2008.0,3,840,12.567551034433226
1452,35.0,5,2005,2005,547,1072,1072,1,5,0,2005.0,2,525,11.884489021402711
1453,90.0,5,2006,2006,1140,1140,1140,1,6,0,1980.0,0,0,11.344506813345266
1454,62.0,7,2004,2005,1221,1221,1221,2,6,0,2004.0,2,400,12.128111104060462
1455,62.0,6,1999,2000,953,953,1647,2,7,1,1999.0,2,460,12.072541252905651
1456,85.0,6,1978,1988,1542,2073,2073,2,7,2,1978.0,2,500,12.254862809699606
1457,66.0,7,1941,2006,1152,1188,2340,2,9,2,1941.0,1,252,12.493129522588037
1458,68.0,5,1950,1996,1078,1078,1078,1,5,0,1950.0,1,240,11.864462231052837
1459,75.0,5,1965,1965,1256,1256,1256,1,6,0,1965.0,1,276,11.901583454762012
